longitude,latitude,housing_median_age,total_rooms,population,households,median_income,rooms_per_household,bedrooms_per_room,population_per_household,ocean_1,ocean_2,ocean_3,ocean_4,ocean_5,median_house_value
-1.3085724267447159,1.0587690839840003,0.8288336814635218,-1.188193430318153,-1.4085003307980772,-0.823023095248014,-0.24550082633095452,-1.2618390491931815,1.3221096220991642,-2.155520521387996,0.0,0.0,0.0,1.0,0.0,237500.0
0.5678710531156314,-0.635400892897263,1.0480894808935421,0.05852740089509859,-0.1361462087730056,0.12788616691702245,-0.19336252004486884,-0.14667207977817456,0.1566845984274776,-0.7019744761941951,1.0,0.0,0.0,0.0,0.0,250000.0
1.382642564107624,-1.5820786379503915,-0.7365465136206101,1.3934126639004603,1.388602460811926,1.5656103468483644,-0.393988830345666,-0.21686947928788017,-0.08889386731560807,-0.2870025679688305,1.0,0.0,0.0,0.0,0.0,135700.0
-1.185122197806535,0.8903340293758331,-0.2435668641484389,0.5797007641873042,0.3671762291979739,0.5475808544567318,0.8336368619739264,0.1529209485840243,-0.3054508634739041,-0.40200869017778595,1.0,0.0,0.0,0.0,0.0,287600.0
-0.172830320513453,0.6603993481059944,1.406964743766015,-0.6716888524735709,-0.04531698055631168,-0.3560688943849601,-1.907722951017264,-0.9611840772175575,1.693040027948963,0.8889646528806953,0.0,1.0,0.0,0.0,0.0,49600.0
1.2591923351694434,-1.6462428402590479,1.120495763342832,0.12994727114054586,-0.29973937629223213,0.5076504885205837,-0.9322932368112764,-0.9321104332053756,0.9292590088289199,-2.342637783898597,0.0,0.0,0.0,0.0,1.0,263600.0
-1.2098122435941712,0.9084965525435266,-0.6525509614138001,1.0360345241218187,1.0828109873421727,1.7565631252035339,0.4351839456981627,-1.4871059557201598,1.4761291906402891,-1.4897739757276878,0.0,0.0,0.0,1.0,0.0,270800.0
0.7653914194167205,-0.9553295877889406,-1.8316660514838072,1.506189039339403,1.1551973125137758,1.5807087358375986,1.1168566465301748,0.001416865466353009,0.08262344059092414,-0.8874239758078212,1.0,0.0,0.0,0.0,0.0,264700.0
0.691321282053812,-0.7239729998588544,0.3039476813241634,-0.26961164864173637,0.2651816613394553,0.31042503658913045,-1.2927299241201347,-1.5917763116668815,1.462844158410318,-0.05702673098951626,1.0,0.0,0.0,0.0,0.0,224500.0
-1.382642564107624,1.05539150527492,1.758524412482507,-0.05343497617513919,-0.36019326787506467,0.26859088381824064,0.3987322298275624,-0.8303210614557288,1.165103879373617,-1.8356723403195223,0.0,0.0,0.0,1.0,0.0,412500.0
-0.8888416483549013,0.5366164139255378,-0.486874873863108,0.4328662355885597,1.1912041218403813,0.5893548633449818,-0.5459477301161979,-0.3179323266387249,0.2919803682346944,1.4123393212277795,1.0,0.0,0.0,0.0,0.0,114300.0
0.8641516025672651,-0.8610438149987212,-0.7365465136206101,0.5464362883427762,0.2388361593462491,-0.128040813948556,2.045577657275606,1.6634187752090233,-2.32850534795962,1.0014682721054864,1.0,0.0,0.0,0.0,0.0,431800.0
1.2591923351694434,-1.6381703884271872,-0.7365465136206101,-0.6300974551999505,-0.6016559159716374,0.6201533946627417,-2.400681007089667,-3.6479670089945513,2.6013856640941437,-3.7637200732108878,0.0,0.0,0.0,0.0,1.0,150000.0
0.7160113278414483,-0.8016690012315325,1.120495763342832,-0.747142220743469,-0.5849042386515437,-0.7272182051505727,0.4622944280500099,-0.08592993481087985,-0.15341609524171984,0.45922265728131606,1.0,0.0,0.0,0.0,0.0,166000.0
-0.24690045787636147,0.6884077967569122,0.15008564278225855,-0.7511601378232936,-0.8675888553108951,-0.9900975365755202,-0.04434738466016294,0.6924961614007374,-0.7166245840762258,0.41196867045980234,0.0,1.0,0.0,0.0,0.0,112500.0
1.2098122435941712,-0.6541955685881748,0.38018417273791916,0.4178707707791507,0.20674531018432596,0.2196917715072212,0.11218768578050044,0.5457450356223582,-0.7164227900187943,0.025035989111863062,0.0,1.0,0.0,0.0,0.0,90000.0
